date,kind,content,solution
연료장치 기타,2024-02-07 ~ ,"연료필터 히터 내부 부품인 회로기판(circuit board)의 조립(소자 조립, 소자 납땜) 불량으로 인해 연료필터 히터가 작동 시 열부하(thermal overload)가 발생할 수 있고, 연료필터 히터 작동 중에 발생한 열부하는 연료필터 히터 커넥터부에 전달되어, 커넥터부가 과열되는 경우 손상될 수 있으며, 또한 커넥터부에서 열로 인해 화재가 발생할 수 있는 가능성이 확인됨에 따른 리콜 <*대상차량별 생산일자>TGL 카고(TGL 10.190 4X2 BL): 2018.09.22~2019.02.23TGL 카고(TGL 8.190 4X2 BL): 2018.01.30~2018.07.20TGM 카고(TGM 12.290 4X2 BL): 2017.04.12~2017.10.18TGM 카고(TGM 15.290 4X2 BL): 2017.04.08~2018.10.24 TGM 카고(TGM 18.250 4X2 BB): 2018.03.13~2018.03.18TGM 카고(TGM 18.320 4X2 BL): 2018.05.12~2018.07.06 TGM 카고(TGM 18.340 4X2 BL): 2017.04.14~2017.07.27TGM 카고(TGM 26.290 6X2-4 LL): 2017.12.15~2017.12.23TGM 카고(TGM 26.320 6X2-4 BL): 2018.02.16~2018.07.07TGS 카고(TGS 26.460 6X2-2 LL): 2017.11.14TGS 카고(TGS 26.460 6X4 BB): 2017.06.07~2018.10.12 TGS 카고(TGS 26.460 6X4 BL): 2017.04.12~2018.12.05 TGS 카고(TGS 26.460 6X6 BB): 2017.09.09~2019.10.10 TGS 카고(TGS 28.420 6X2-2 BL): 2017.06.14~2019.01.23 TGS 카고(TGS 33.440 6X4 BB-WW): 2019.05.30TGS 카고(TGS 35.460 8X4 BL): 2017.04.22~2017.08.31 TGS 카고(TGS 35.460 8X4-4 BL): 2017.04.13~2017.06.02 TGS 카고(TGS 35.500 8X4 BL): 2017.03.03~2018.06.20 TGS 카고(TGS 35.500 8X4-4 BL): 2017.07.08~2019.02.05TGX 트랙터(TGS 44.500 10X04-6): 2018.04.17~2019.01.18TGX 트랙터(TGX 26.580 6X4 BLS): 2017.07.05~2018.09.15TGX 트랙터(TGX 28.440 6X2-2 BLS): 2015.06.25TGX 트랙터(TGX 28.460 6X2-2 BLS): 2017.03.23~2018.09.25TGX 트랙터(TGX 28.480 6X2-2 BLS): 2015.07.22~2016.08.22TGX 트랙터(TGX 28.500 6X2-2 BLS): 2017.02.15~2019.08.01TGX 트랙터(TGX 28.580 6X2-2 BLS): 2017.07.06~2020.10.22TGX 트랙터(TGX 28.640 6X2-2 BLS): 2017.11.11~2020.11.12TGX 트랙터(TGX 33.640 6X4 BLS): 2017.10.28~2018.10.18",연료필터 히터를 개선품으로 교체함 
원동기(동력발생장치) 기타,2024-02-06 ~ ,"8기통 가솔린 엔진의 점화 코일 성능 저하로 실린더 실화가 발생할 수 있으며, 이로 인해 규정된 실화 횟수를 초과할 경우 림프 홈 모드가 활성회되고 엔진 진단 경고등(MIL)이 점등될 수 있음 (*문제가 발생할 경우, 배기가스 배출 관련 법적 요건을 충족하지 못할 수 있음)<*대상차명>AMG GT, AMG GT S, AMG C 63, AMG C 63 Coupe, AMG C 63 S Coupe, AMG C 63 Cabriolet, AMG E 63 4MATIC+, AMG S 63 4MATIC+ Coupe, AMG S 63 4MATIC+ Cabriolet, S 560, S 560 4MATIC, AMG S 63 4MATIC+, MAYBACH S 560 4MATIC, AMG GLC 63 S 4MATIC, AMG GLC 63 4MATIC, AMG GT 63 S 4MATIC+, AMG G 63<*대상차량별 생산일자는 상이할 수 있으므로 자세한 사항은 제작사 고객센터로 문의하여 주시기 바랍니다.>",점화 코일 교체 
기타장치 기타,2024-02-05 ~ ,"하대 내측치수(길이, 너비)의 측정위치 오류로 인한 자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제115조 제원의 허용차 범위 기준 위반이 확인됨에 따른 리콜  - 하대 길이의 측정은 승객실 최후방 좌석 등받이 높이의 격벽을 기준(2,710mm)으로 하도록 되어있으나, 바닥면 높이의 격벽을 기준(2,800mm)으로 측정하여 허용오차 기준 위반 - 하대 너비의 측정은 내측측벽 사이의 최단거리(1,525mm)를 측정하도록 되어있으나, 최장거리(1,600mm)로 측정하여 허용오차 기준 위반 ","대상 자동차에 대한 제원 정정  - 2024년 2월 5일 이후 신고된 제원의 정정이 완료되면 이후 자동차 검사소에도 변경된 치수 제원이 통보되므로 정기검사 시 문제될 사항은 없으며, 고객이 별도로 진행할 사항은 없음 "
원동기(동력발생장치) 기타,2024-02-02 ~ ,"가변밸브타이밍시스쳄 고정볼트의 품질 불량으로 인해, 시간이 지남에 따라 고정볼트가 느슨해지거나 머리 부위가 파손되어 해당 부위에서 오일이 누유될 수 있으며, 이런 경우 캠 축이 설계된 값에 따라 회전하지 않아 엔진 경고등 및 경고 메세지가 발생되고, 엔진 안전모드가 활성화 될 수 있는 가능성에 따른 리콜 (*엔진 안전모드 활성화로 인해 출력이 저하될 수 있으며, 운행 중 엔진 시동이 꺼지는 경우 즉시 차량 운행을 중지해 주시고 하차하신 후 BMW 모빌리티 케어(080-269-0001)로 연락 주시기 바랍니다.)<*대상차량별 생산일자>BMW 128i: 2010.09.03BMW 328i: 2011.06.06~2011.07.04BMW 328i: 2011.07.07BMW 328i: 2011.02.14~2011.04.07BMW 328i: 2009.12.11~2011.07.25BMW 328i: 2010.07.08~2011.06.27BMW 328i: 2009.11.02~2010.10.05BMW 328i: 2009.10.13~2011.07.25BMW 328i: 2010.09.27~2011.02.09BMW 328i: 2009.09.30~2010.01.20BMW 328i: 2009.10.08~2009.12.01BMW 328i: 2009.11.03BMW 328i Convertible: 2009.12.08~2011.08.03BMW 328i Convertible: 2011.03.14BMW 328i xDrive: 2010.06.18BMW 328xi: 2010.04.07BMW 328xi: 2011.07.21BMW 328xi: 2009.10.16~2011.08.02BMW 523i: 2009.12.15~2011.07.29BMW 523i: 2011.02.04BMW 525i: 2009.09.08~2009.12.17BMW 528i: 2010.03.18~2011.07.25BMW 528i: 2010.06.04~2011.06.01BMW 528i: 2009.11.26BMW 528xi: 2009.09.04~2009.11.09BMW 530i: 2009.09.09~2009.11.18BMW 535i: 2010.07.02BMW 535i GT: 2010.07.02~2011.08.12BMW 730Li: 2011.07.13BMW X3 3.0i: 2011.02.08~2011.08.23BMW X3 3.0si: 2009.10.14~2009.11.30BMW X3 3.0si: 2009.09.28~2010.01.13BMW X5 3.0si: 2009.10.30~2010.02.10BMW X5 xDrive35i: 2011.04.02BMW X6 xDrive35i: 2011.03.31BMW Z4 sDrive30i: 2009.09.08~2011.07.29BMW Z4 sDrive30i: 2010.09.17~2011.06.07","가변밸브타이밍시스템 고정볼트를 개선된 볼트로 교체하고, 볼트가 손상되거나 느슨해진 경우 가변밸브타이밍시스템 유닛을 교체함 "
등화장치 기타,2024-02-02 ~ ,"방향 지시등 진단 시스템(중앙전자모듈/CEM)의 소프트웨어 오류로 인해 방향지시등 조작 시 후방 좌측 방향지시등이 일시적으로 점등되지 않는 문제가 발견되었으며, 증상이 발생되는 경우 차선 변경 시 충돌 사고의 위험이 있음에 따른 리콜 (*운전자는 계기판의 메시지를 통해 좌측 방향지시등 오작동 현상을 즉시 인지할 수 있으며, 증상 발생 시에도 전방 및 사이드미러 좌측 방향지시등은 정상적으로 작동함) ",방향 지시등 진단 시스템(중앙전자모듈/CEM)의 오류를 수정하는 소프트웨어 업데이트를 진행함 
등화장치 기타,2024-01-29 ~ ,"앞면 방향지시등의 발광면간 설치거리 및 최소광도기준이 부적합 할 수 있으며, 이런 경우 타차량 운전자의 혼란을 야기하여 사고가 발생할 수 있는 가능성에 따른 리콜 ",개선된 앞면방향지시등이 부착된 핸들앞커버로 교체 
원동기(동력발생장치) 기타,2024-01-26 ~ ,본 차량에 장착되어 있는 엔진은 연료가 공급되는 과정에서 발생하는 증발가스를 대기 중으로 바로 방출하지 않고 연소과정에 다시 사용될 수 있도록 하는 시스템이 장착되어 있음. 이 시스템의 구성부품 중 하나인 증발가스 에미션 캐니스터 퍼지 펌프 내 PCB 기판 (집적회로기판) 납땜 불량 또는 외부 이물질로 인해 펌프 베어링에 문제가 발생하여 엔진경고등 점등 및 규정된 배출가스 수치를 초과할 수 있는 가능성에 따른 리콜 ,"장착된 퍼지 펌프 사양 확인 후 필요 시 퍼지 펌프 교환 <*단, 일부 차량의 경우 보증수리 조치에 따라 동일한 시정조치를 이미 받으셨기 때문에 추가로 서비스센터를 방문하시어 시정조치를 받으실 필요가 없을 수 있으므로 자세한 사항은 제작사 고객센터(080-3000-5000)로 문의하여 주시기 바랍니다.>"
제동장치 기타,2024-01-26 ~ ,"ABS 모듈의 접지 배선을 통해 수분이 모듈 내부로 유입될 수 있으며, 이런 경우 ABS 모듈 내부 전기적 쇼트로 인한 화재가 발생할 수 있는 가능성에 따른 리콜 ",ABS 모듈 접지 배선의 차체 고정 부위를 마스틱-테이프를 이용하여 방수 처리함 
승차 및 실내장치 기타,2024-01-26 ~ ,"차량의 운전석 에어백의 인플레이터(Airbag Inflator / 에어백 가스 발생장치)가 덥고 습한 환경에 자주 노출되면 문제가 발생할 수 있으며, 인플레이터 결함 증상이 발생한 상태에서 차량 충돌로 인해 운전석 에어백이 전개되는 경우, 에어백 내부의 인플레이터가 높은 폭발압력으로 인해 파열되어 이 파편이 운전자에게 심각한 부상을 입힐 수 있는 가능성에 따른 리콜 ",새롭게 개선된 추진제 및 인플레이터가 장착된 에어백으로 교체함 
원동기(동력발생장치) 기타,2024-01-23 ~ ,질소산화물 배출량 개선을 위한 소프트웨어 업데이트 진행을 위함에 따른 리콜 ,"엔진 컨트롤 유닛 소프트웨어 업데이트, 필요 시 NOx 센서 교체 "
원동기(동력발생장치) 기타,2024-01-23 ~ ,엔진의 질소산화물 배출량 개선을 위한 소프트웨어 업데이트 진행에 따른 리콜 <*대상차량별 생산일자는 상이할 수 있으므로 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>,"엔진 컨트롤 유닛 소프트웨어 업데이트, 필요 시 NOx 센서 교체 "
원동기(동력발생장치) 기타,2024-01-23 ~ ,"NOx 센서가 배기가스의 성분을 올바르게 감지하지 못할 수 있으며, 이런 경우 배기가스 배출량이 기준치를 초과할 수 있는 가능성에 따른 무상수리 <*대상차량별 생산일자는 상이할 수 있으므로 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>","SCR 촉매 장치의 상류 및 하류 NOx 센서 점검, 필요 시 교체 "
원동기(동력발생장치) 기타,2024-01-23 ~ ,SCR 목표 효율을 증가시킬 수 있는 소프트웨어가 개발됨에 따른 리콜 ,"엔진 컨트롤 유닛 소프트웨어 업데이트, 필요 시 NOx 센서 교체 "
원동기(동력발생장치) 기타,2024-01-23 ~ ,SCR 목표 효율을 증가시킬 수 있는 소프트웨어가 개발됨에 따른 리콜 ,"엔진 컨트롤 유닛 소프트웨어 업데이트, 필요 시 NOx 센서 교체 "
차체/차대 기타,2024-01-22 ~ ,"차체 하부 패널 구조의 접착제 도포가 제조 공정상의 문제로 잘못 도포되어 구조적 강도가 저하될 수 있으며, 이런 경우 차량 충돌 시 연료계통이 손상되어 연료누출이 발생할 수 있고 누출된 연료로 인해 화재발생 가능성이 있음에 따른 리콜 ",잘못 도포된 접착제 제거 및 라벨 2개 추가 
차체/차대 기타,2024-01-20 ~ ,"제작사 보호봉에 대한 해석 오류로 물품적재장치 내 유리창을 보호하는 ""보호봉""을 설치하여야 하나, ""보호플레이트""가 설치되었으며, 이런 경우 물품적재장치 내 화물 탈락 등을 방지하지 못하여 유리창에 손상을 일으킬 수 있는 가능성에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제32조(물품적재장치)를 만족시키지 못할 수 있음)","뒷문은 보호봉 추가 장착, 격벽은 보호플레이트를 보호봉으로 교체 "
연료장치 기타,2024-01-19 ~ ,"일부 차량에 대하여 고전압배터리에서 열과부하가 발생할 수 있으며, 이런 경우 화재가 발생할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>재규어 I-PACE EV400 (2019년식): 2018.01.10~2019.02.25재규어 I-PACE EV400 (2020년식): 2019.04.02~2019.08.22","1) 배터리 에너지 컨트롤 모듈 소프트웨어 업데이트 (배터리 상태 실시간 확인, 배터리 문제 판단 시 충전용량을 75%로 제한하고 서비스센터 방문 유도)2) 배터리 셀/모듈 검사 후 필요 시 배터리 모듈/어셈블리 교체 "
원동기(동력발생장치) 기타,2024-01-19 ~ ,"본 차량에 장착되어 있는 엔진은 연료가 공급되는 과정에서 발생하는 증발가스를 대기 중으로 바로 방출하지 않고 연소과정에 다시 사용될 수 있도록 시스템이 장착되어 있는데, 이 시스템의 구성부품 중 하나인 증발가스 에미션 캐니스터 퍼지 펌프 내 PCB 기판 (집적회로기판) 및 펌프 베어링에 문제가 발생하여 엔진경고등이 점등될 수 있고, 규정된 배출가스 수치를 초과할 수 있는 가능성에 따른 리콜","장착된 퍼지 펌프 사양 확인 후 필요 시 퍼지 펌프 교환 <*단 일부 차량의 경우 보증수리 조치에 따라 동일한 시정조치를 이미 받아, 추가로 서비스센터를 방문하여 시정조치를 받을 필요가 없을 수 있으므로 자세한 사항은 제작사 고객센터(080-3000-5000)으로 문의하여 주시기 바랍니다.>"
승차 및 실내장치 기타,2024-01-18 ~ ,"수신기 오디오 모듈의 소프트웨어 오류로 차량 주행 중 '보행자 경고음'이 발생하지 않을 수 있을 수 있으며, 이런 경우 주행 중 차량 주변의 보행자가 차량을 제대로 인지하지 못할 수 있는 가능성에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제53조의3(저소음자동차 경고음발생장치)에 대한 설치 기준(20킬로미터 이하의 주행상태에서 경고음 발생)을 위반함.)<*대상차량별 생산일자>BMW i5 eDrive40: 2023.11.28~2023.12.15BMW i5 M60 xDrive: 2023.12.14~2023.12.15",개선된 소프트웨어 버전으로 업데이트 
원동기(동력발생장치) 기타,2024-01-18 ~ ,"실린더 헤드 커버(플라스틱)의 제작 공정상 오류로 두께가 설계 사양보다 얇게 성형되었을 수 있으며, 이런 경우 시간이 지남에 따라 차량 진동 등으로 얇게 제조된 부위에서 균열이 발생하고 해당 부위로 엔진오일이 누유 될 수 있음. 이로 인해 엔진오일 경고등이 표시될 수 있으며, 화재가 발생할 수 있는 가능성이 확인됨에 따른 리콜 ","실린더 헤드 커버의 부품 번호를 확인하여 제조 오류가 있는 부품일 경우, 정상적으로 생산된 부품으로 교체함 "
완충장치 기타,2024-01-18 ~ ,"뒤 차축 액티브 스테빌라이저의 제작 오류가 발견되었으며, 이로 인해 뒤 차축 액티브 스테빌라이저가 정상적으로 작동되지 않아 운전자가 차량을 급선회할 경우 차량이 좌우로 흔들리는 것을 제어해주지 못할 수 있는 가능성에 따른 리콜 ",정상적으로 제조된 뒤 차축 액티브 스테빌라이저로 교체함 
원동기(동력발생장치) 기타,2024-01-17 ~ ,"질소 산화물을 제거하는 요소수 시스템(SCR)의 구성품인 요소수 제어 모듈 장치에서 요소수 누출 또는 요소수 분사 시스템 작동 불량 등의 제작 결함이 확인되었으며, 이런 경우 주행 중 계기판에 요소수 점등 및 주행거리 제한하는 메시지가 점등될 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-365-1200)으로 문의하여 주시기 바랍니다.>","대상 차량임을 확인 후 요소수탱크 어셈블리를 교체함 <*대상 차량 중 통지서 수령 전 시정조치가 완료된 차량의 경우, 서비스센터에 방문할 필요가 없습니다. 자세한 사항은 제작사 고객센터(080-365-1200)으로 문의하여 주시기 바랍니다.>"
원동기(동력발생장치) 기타,2024-01-17 ~ ,"질소 산화물을 제거하는 요소수 시스템(SCR)의 구성품인 요소수 제어 모듈 장치에서 요소수 누출 또는 요소수 분사 시스템 작동 불량 등의 제작 결함이 확인되었으며, 이런 경우 주행 중 계기판에 요수소 경고등 점등 및 주해거리 제한하는 메시지가 점등될 수 있는 가능성에 따른 리콜 <*대상차명>Peugeot 208 1.6 BlueHDi, Peugeot 308 1.6 BlueHDi, Peugeot 508 1.6 BlueHDi, Peugeot 2008 1.6 BlueHDi, Peugeot 3008 1.6 BlueHDi, Peugoet 5008 1.6 BlueHDi, Peugeot 508 2.0 BlueHDi, Peugeot 3008 2.0 BlueHDi, Peugeot 5008 2.0 BlueHDi, Citroen C4 Picasso 2.0 BlueHDi, Citroen C4 Cactus 1.6 BlueHDi, DS3 1.6 BlueHDi , DS5 2.0 BlueHDi<*대상차량별 생산일자는 상이할 수 있으므로 자세한 사항은 제작사 고객센터(080-365-1200)으로 문의하여 주시기 바랍니다.>","대상 차량임을 확인 후 요소수 탱크 어셈블리를 교체함 (이번 시정조치는 폐사의 부품 수급 유동성을 위해 총 3차에 걸쳐서 진행될 예정이고 시기는 순차적으로 안내 될 예정입니다.)<*단, 일부 차량의 경우 2차 또는 3차 대상으로 통지서 수령 전 시정조치가 완료된 차량으로 서비스센터에 방문할 필요가 없을 수 있으므로 자세한 사항은 제작사 고객센터(080-365-1200)으로 문의하여 주시기 바랍니다.>"
실내안전장치 기타,2024-01-17 ~ ,"커튼에어백 인플레이터 내부 용접 불량으로 인한 인플레이터 내부 가스 누기 발생으로, 미전개 조건에서 커튼에어백이 비정상 전개되어 안전에 지장을 줄 수 있는 가능성에 따른 리콜 ",커튼에어백 점검 후 문제 부품으로 확인 시 정상 부품으로 교환 
연료장치 기타,2024-01-17 ~ ,"연료공급 차단 밸브 점검 방법 미흡으로 불량을 검출하지 못하여 리콜 조치 이후 연료공급 차단 밸브의 작동이 불가능하여 연료공급이 차단 될 수 있으며, 이런 경우 주행 중 시동꺼짐이 발생할 수 있는 가능성에 따른 리콜 ","연료공급 차단 밸브 부품 교환 <*단, 일부 차량의 경우 이미 리콜에 해당하는 조치가 완료되어 추가 조치가 필요하지 않을 수 있으므로, 자세한 사항은 제작사 고객센터(080-200-2000)으로 문의하여 주시기 바랍니다.>"
원동기(동력발생장치) 기타,2024-01-17 ~ ,"질소 산화물을 제거하는 요소수 시스템(SCR)의 구성품인 요소수 제어 모듈 장치에서 요소수 누출 또는 요소수 분사 시스템 작동 불량 등의 제작 결함이 확인되었으며, 이런 경우 주행 중 계기판에 요소수 경고등 점등 및 주행거리 제한하는 메시지가 점등될 수 있는 가능성에 따른 리콜 (*이번 시정조치는 부품 수급 유동성을 위해 총 3차에 걸쳐서 진행될 예정이며, 시기는 순차적으로 안내 될 예정이므로, 자세한 사항은 제작사 고객센터(080-365-1200)으로 문의하여 주시기 바랍니다.)<*대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터로 문의하여 주시기 바랍니다.>","대상 차량임을 확인 후 요소수탱크 어셈블리를 교체함 <단, 일부 차량의 경우 리콜 시행일 이전 시정조치가 완료되어 추가로 서비스센터 방문이 필요하지 않을 수 있으므로 자세한 사항은 제작사 고객센터(080-365-1200)로 문의하여 주시기 바랍니다.>"
